phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
2748497,http://www.esta99.ru/plugins/content/content/nabib/,http://www.phishtank.com/phish_detail.php?phish_id=2748497,2014-11-06T22:26:31+00:00,yes,2014-11-07T00:33:36+00:00,yes,Other
2748492,http://deiman.com.mx/images/content/nabib/,http://www.phishtank.com/phish_detail.php?phish_id=2748492,2014-11-06T22:23:54+00:00,yes,2014-11-07T00:33:36+00:00,yes,Other
2748491,http://thorbookmarks.com/up/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748491,2014-11-06T22:23:00+00:00,yes,2014-11-07T01:14:24+00:00,yes,AOL
2748490,http://www.virtualpublic.com.mx/wp-includes/images/admin/logon/,http://www.phishtank.com/phish_detail.php?phish_id=2748490,2014-11-06T22:21:40+00:00,yes,2014-11-07T00:32:58+00:00,yes,Other
2748489,http://candies4ladi-ru.1gb.ru//wp-includes/css/tonyman/lordhelp/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748489,2014-11-06T22:21:26+00:00,yes,2014-11-07T00:32:59+00:00,yes,AOL
2748486,http://www.affordabletrans.net/wp-admin/user/Paypal.inc/532b984c2ac08411c9fe8778fa50ae23/,http://www.phishtank.com/phish_detail.php?phish_id=2748486,2014-11-06T22:15:06+00:00,yes,2014-11-07T00:32:59+00:00,yes,PayPal
2748485,http://www.kleineecke.com.br/uploads/images/paypal/be8846a235d4807cbd5dec06fbf192fa/home.php?webscr?cmd=_login-submit=roqayg11fcf3&Session=xad2t34zdug9hfm640wsz8qg9rvl7y050n63p9234iakyxp38mv7ulm3dinjhxnq,http://www.phishtank.com/phish_detail.php?phish_id=2748485,2014-11-06T22:12:21+00:00,yes,2014-11-07T00:32:59+00:00,yes,PayPal
2748483,http://www.formafix.ch/images/update/your-accounte/Login.php?login,http://www.phishtank.com/phish_detail.php?phish_id=2748483,2014-11-06T22:12:10+00:00,yes,2014-11-07T06:11:34+00:00,yes,PayPal
2748482,http://www.paypal.com.0.sessionid.ckhz0gz412wvdk8uze.1.villasublime.com/Resolutioncenter.php?,http://www.phishtank.com/phish_detail.php?phish_id=2748482,2014-11-06T22:09:15+00:00,yes,2014-11-07T00:32:21+00:00,yes,PayPal
2748477,http://walcolabel.com/A/update-account/weed/,http://www.phishtank.com/phish_detail.php?phish_id=2748477,2014-11-06T21:57:22+00:00,yes,2014-11-06T22:59:39+00:00,yes,PayPal
2748476,http://you.masbabay.com/secure.pay.update/news/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=603c8fed5e6950566c6fd720a6d8711c,http://www.phishtank.com/phish_detail.php?phish_id=2748476,2014-11-06T21:57:21+00:00,yes,2014-11-07T00:32:21+00:00,yes,PayPal
2748475,http://paypal.com.assistance.costumers-confirmed.information-update.5f52jh8552m5h5g8jm5858d8h2l125f5h01j5254.fws.com.es/update/bcf59a6496548c578b77345f7635e502/Login.php?login,http://www.phishtank.com/phish_detail.php?phish_id=2748475,2014-11-06T21:57:20+00:00,yes,2014-11-07T06:11:34+00:00,yes,PayPal
2748470,http://www.dvanastyhrac.eu/cache/modules/adesao/Internet_Banking/,http://www.phishtank.com/phish_detail.php?phish_id=2748470,2014-11-06T21:50:56+00:00,yes,2014-11-06T21:53:03+00:00,yes,Other
2748466,http://artphoto.com.mx/ie/sac/internetbanking/2S0KD4H7.html,http://www.phishtank.com/phish_detail.php?phish_id=2748466,2014-11-06T21:43:49+00:00,yes,2014-11-06T21:48:09+00:00,yes,Other
2748461,http://you.masbabay.com/secure.pay.update/up/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=15132f4030f1331673ad93dbaa7c76b2,http://www.phishtank.com/phish_detail.php?phish_id=2748461,2014-11-06T21:21:19+00:00,yes,2014-11-07T00:37:13+00:00,yes,PayPal
2748457,http://you.masbabay.com/secure.pay.update/up/,http://www.phishtank.com/phish_detail.php?phish_id=2748457,2014-11-06T21:18:15+00:00,yes,2014-11-07T00:36:34+00:00,yes,PayPal
2748454,http://primoos.ru/promocao/0/Ferias/1/2/home_br.php,http://www.phishtank.com/phish_detail.php?phish_id=2748454,2014-11-06T21:14:04+00:00,yes,2014-11-07T06:12:14+00:00,yes,Other
2748452,http://miq.co.il/us/en/cgi-bin/3df442d330e269e6aab522ad8d093202/mpp/update/webscr.php?cmd=_home&dispatch=3d2d98d70d2a87f467b91138827814fc945a7f23a31c37637e7057bfed780861,http://www.phishtank.com/phish_detail.php?phish_id=2748452,2014-11-06T21:12:17+00:00,yes,2014-11-07T06:12:15+00:00,yes,PayPal
2748440,http://psihologbrasov.ro/L/2014/aluta/auth.php,http://www.phishtank.com/phish_detail.php?phish_id=2748440,2014-11-06T21:04:13+00:00,yes,2014-11-07T01:14:28+00:00,yes,AOL
2748436,http://www.ventnoronthebay.com/doc2014/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748436,2014-11-06T21:03:15+00:00,yes,2014-11-07T06:10:07+00:00,yes,"eBay, Inc."
2748437,http://loginyah00malicomverocom.altervista.org/yahoo_Index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748437,2014-11-06T21:03:15+00:00,yes,2014-11-07T06:10:08+00:00,yes,Other
2748434,http://ashfordhomesforsale.co.uk/piccolo/Indezx%20%281%29.html,http://www.phishtank.com/phish_detail.php?phish_id=2748434,2014-11-06T21:02:10+00:00,yes,2014-11-07T03:47:54+00:00,yes,Other
2748430,http://miq.co.il/us/en/cgi-bin/e0a3770e6e0c70bb22a0c5055d7fa4a2/mpp/update/webscr.php?cmd=_home&dispatch=3d2d98d70d2a87f467b91138827814fc82450a5f7bcd424867d59ad52bc6c8c8,http://www.phishtank.com/phish_detail.php?phish_id=2748430,2014-11-06T21:00:21+00:00,yes,2014-11-07T06:10:09+00:00,yes,PayPal
2748428,http://paypal.com-verefied-your-accounte-id.gmbigfox.ml/login/,http://www.phishtank.com/phish_detail.php?phish_id=2748428,2014-11-06T20:57:21+00:00,yes,2014-11-07T06:10:09+00:00,yes,PayPal
2748423,http://psihologbrasov.ro/docs/docs/googledocs/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748423,2014-11-06T20:56:10+00:00,yes,2014-11-07T06:10:09+00:00,yes,Other
2748421,http://www.vintage-rc.net/quote/madeinchina.html,http://www.phishtank.com/phish_detail.php?phish_id=2748421,2014-11-06T20:55:47+00:00,yes,2014-11-07T10:35:39+00:00,yes,Other
2748413,http://hdchhchc.altervista.org/update.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748413,2014-11-06T20:53:36+00:00,yes,2014-11-07T06:10:50+00:00,yes,AOL
2748411,http://peterjonesart.com/content/bankofamerica.com/,http://www.phishtank.com/phish_detail.php?phish_id=2748411,2014-11-06T20:53:11+00:00,yes,2014-11-07T06:10:51+00:00,yes,Other
2748410,http://kredytyantyk.home.pl/pub/images/content/wellsfargo/account/resolution/secure/center/wellsfargo.com/wells.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748410,2014-11-06T20:51:27+00:00,yes,2014-11-07T06:10:51+00:00,yes,Other
2748409,http://jamaltextiles.com/images/reMax/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748409,2014-11-06T20:51:09+00:00,yes,2014-11-07T06:10:52+00:00,yes,Other
2748407,http://hotelmardelplata.cl/login.yahoo.com/e531fd4623366a313486fcf13c77fbb3/,http://www.phishtank.com/phish_detail.php?phish_id=2748407,2014-11-06T20:50:51+00:00,yes,2014-11-07T06:10:53+00:00,yes,Other
2748406,http://appleid-uk-updateinfo-ss48.acs121.com/scgi-bin/WebObjects/MyAppleId.woa/wa/directToSignInlocalang=en_us/uk,http://www.phishtank.com/phish_detail.php?phish_id=2748406,2014-11-06T20:50:35+00:00,yes,2014-11-07T06:10:53+00:00,yes,Other
2748404,http://account.guildwars2.comee5vmoxtwyb4b-pb-twbfhdt2u-h5apofmw-lycoahs5dzx.x2b7g-s4088-x4o1a-wt8f4-hbf4v.tk/,http://www.phishtank.com/phish_detail.php?phish_id=2748404,2014-11-06T20:48:44+00:00,yes,2014-11-07T06:10:53+00:00,yes,Other
2748403,http://hgfghfhgfhg.altervista.org/update.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748403,2014-11-06T20:47:50+00:00,yes,2014-11-07T06:10:54+00:00,yes,AOL
2748402,http://nrj34rj3443jrf.altervista.org/loginupdate.php,http://www.phishtank.com/phish_detail.php?phish_id=2748402,2014-11-06T20:46:12+00:00,yes,2014-11-07T06:10:54+00:00,yes,Other
2748401,http://hjleele.com/gy/ips.html,http://www.phishtank.com/phish_detail.php?phish_id=2748401,2014-11-06T20:41:57+00:00,yes,2014-11-07T06:10:54+00:00,yes,AOL
2748396,http://www.doctorcarlosrecio.com/en/clinic/tmp/login.jsp.htm?spm=0.0.0.0.u8k3yv,http://www.phishtank.com/phish_detail.php?phish_id=2748396,2014-11-06T20:38:39+00:00,yes,2014-11-07T00:37:54+00:00,yes,Other
2748394,http://www.tramontana.ro/language/GoogleSecurity/Gmail.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748394,2014-11-06T20:38:25+00:00,yes,2014-11-07T05:40:06+00:00,yes,Other
2748386,http://inyattawetrust.com/wordpress/wp-content/gallery/enpcparistech-network/thumbs/file3/file3/googledoc.html,http://www.phishtank.com/phish_detail.php?phish_id=2748386,2014-11-06T20:36:35+00:00,yes,2014-11-07T09:56:22+00:00,yes,Other
2748385,http://uaqdps.com/fapp/includes/Paypal2014/,http://www.phishtank.com/phish_detail.php?phish_id=2748385,2014-11-06T20:36:27+00:00,yes,2014-11-07T09:56:22+00:00,yes,PayPal
2748383,http://uaqdps.com/fapp/includes/Paypal2014/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=b12eee2f6f886a99a975f93791770841,http://www.phishtank.com/phish_detail.php?phish_id=2748383,2014-11-06T20:36:25+00:00,yes,2014-11-07T06:12:51+00:00,yes,PayPal
2748377,http://www.tramontana.ro/modules/mod_custom/Navy-Federal/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748377,2014-11-06T20:35:11+00:00,yes,2014-11-07T09:55:44+00:00,yes,Other
2748376,http://flukafm.com/ch/743e12a48e6ec799d94b8e1cc0569923/,http://www.phishtank.com/phish_detail.php?phish_id=2748376,2014-11-06T20:34:53+00:00,yes,2014-11-07T09:55:44+00:00,yes,Other
2748370,http://coverterotichypnosis.com/wp-xc/4/navy.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748370,2014-11-06T20:32:46+00:00,yes,2014-11-07T09:55:44+00:00,yes,Other
2748369,http://ahm-mobility.co.uk/index.shtml.bak.html,http://www.phishtank.com/phish_detail.php?phish_id=2748369,2014-11-06T20:32:23+00:00,yes,2014-11-07T05:40:07+00:00,yes,Other
2748366,http://188.138.1.143/www/store/apple/au/account/home/secure/sing_in/HKJDGShgjhgFGDYTRuyiuoiu/,http://www.phishtank.com/phish_detail.php?phish_id=2748366,2014-11-06T20:30:50+00:00,yes,2014-11-07T09:58:46+00:00,yes,Other
2748363,http://www.ythorrresd.com/file/Docs.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748363,2014-11-06T20:30:09+00:00,yes,2014-11-07T09:58:48+00:00,yes,Other
2748362,http://kumharprajapati.com/security.measures.updates.clients.informations.paypal.websc/40d60cb3b2dcbd72d4345bb6c5480db9/mpp/update/,http://www.phishtank.com/phish_detail.php?phish_id=2748362,2014-11-06T20:29:58+00:00,yes,2014-11-07T09:58:48+00:00,yes,PayPal
2748358,http://74.122.192.104/~mstpclnt/index/id.processo/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748358,2014-11-06T20:28:47+00:00,yes,2014-11-06T20:32:11+00:00,yes,Other
2748353,http://paypal.com-webapps.mpp.zlcnu4en4csmtjkrqkwvot-drklg2khajr-mulq-vux7iro-8cs6sdsmj367sd.economycarmiami.com/e1d21d82776732fb28be79cc87ade9f7/,http://www.phishtank.com/phish_detail.php?phish_id=2748353,2014-11-06T20:27:25+00:00,yes,2014-11-07T09:58:10+00:00,yes,Other
2748351,http://paypal.com-webapps.mpp.zlcnu4en4csmtjkrqkwvot-drklg2khajr-mulq-vux7iro-8cs6sdsmj367sd.economycarmiami.com/071c4128e541643ec2b4860bbace3294/,http://www.phishtank.com/phish_detail.php?phish_id=2748351,2014-11-06T20:27:19+00:00,yes,2014-11-07T09:58:10+00:00,yes,PayPal
2748349,http://effortsmgmt.com/jendor/yahoo.html,http://www.phishtank.com/phish_detail.php?phish_id=2748349,2014-11-06T20:26:58+00:00,yes,2014-11-07T09:58:11+00:00,yes,Other
2748348,http://centralpark.tur.br/ssl.googledoc-login.GoogleDoc/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748348,2014-11-06T20:26:46+00:00,yes,2014-11-07T06:21:21+00:00,yes,Other
2748347,http://casanovanumber.com/Yah/yahoo.html,http://www.phishtank.com/phish_detail.php?phish_id=2748347,2014-11-06T20:26:28+00:00,yes,2014-11-07T09:57:34+00:00,yes,Other
2748345,http://hotelmardelplata.cl/login.yahoo.com/b563f73d78f814e823350f3ae84e3e9f/,http://www.phishtank.com/phish_detail.php?phish_id=2748345,2014-11-06T20:26:00+00:00,yes,2014-11-07T09:57:34+00:00,yes,Other
2748344,http://hotelmardelplata.cl/login.yahoo.com/66295b611a7e2269271f2119a44929d0/,http://www.phishtank.com/phish_detail.php?phish_id=2748344,2014-11-06T20:25:46+00:00,yes,2014-11-07T09:57:34+00:00,yes,Other
2748343,http://hotelmardelplata.cl/login.yahoo.com/3ccd2d5899612ebda03f206876d89a83/,http://www.phishtank.com/phish_detail.php?phish_id=2748343,2014-11-06T20:25:20+00:00,yes,2014-11-07T09:56:58+00:00,yes,Other
2748341,http://hotelmardelplata.cl/login.yahoo.com/08e288c22ab03cd670b7195b57e06212/,http://www.phishtank.com/phish_detail.php?phish_id=2748341,2014-11-06T20:25:04+00:00,yes,2014-11-07T09:56:58+00:00,yes,Other
2748338,http://rzem.superhost.pl/galeria/wejscie/wellsfargo/account/resolution/secure/center/wellsfargo.com/well.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748338,2014-11-06T20:24:47+00:00,yes,2014-11-07T09:56:58+00:00,yes,Other
2748335,http://sjhdghsgdvshdsdsd.altervista.org/mba/indexx.html,http://www.phishtank.com/phish_detail.php?phish_id=2748335,2014-11-06T20:23:27+00:00,yes,2014-11-07T09:56:22+00:00,yes,Other
2748334,http://rzem.superhost.pl/galeria/wejscie/wellsfargo/account/resolution/secure/center/wellsfargo.com/wells.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748334,2014-11-06T20:23:11+00:00,yes,2014-11-07T05:33:29+00:00,yes,Other
2748333,http://hotelmardelplata.cl/login.yahoo.com/0788b2d496038d487c5dc06e5aca750f/,http://www.phishtank.com/phish_detail.php?phish_id=2748333,2014-11-06T20:22:30+00:00,yes,2014-11-07T05:33:30+00:00,yes,Other
2748332,http://hotelmardelplata.cl/login.yahoo.com/f52c741fcd8af74e5731eed9bea45adc/,http://www.phishtank.com/phish_detail.php?phish_id=2748332,2014-11-06T20:22:20+00:00,yes,2014-11-07T10:01:57+00:00,yes,Other
2748316,http://www.terribleadvice.net/posh/up/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748316,2014-11-06T20:17:09+00:00,yes,2014-11-07T10:01:19+00:00,yes,Other
2748314,http://roland6.bloggerbuilder.com/alibaba/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748314,2014-11-06T20:16:48+00:00,yes,2014-11-07T10:01:19+00:00,yes,Other
2748311,http://appworld.ru/ww/img/other/,http://www.phishtank.com/phish_detail.php?phish_id=2748311,2014-11-06T20:16:00+00:00,yes,2014-11-07T05:34:49+00:00,yes,Other
2748309,http://moviadda.com/wp-content/themes/radiate/images/,http://www.phishtank.com/phish_detail.php?phish_id=2748309,2014-11-06T20:15:44+00:00,yes,2014-11-07T10:12:01+00:00,yes,Other
2748305,http://108.167.140.93/~lemot/paypal/cgi-bin/ef3d1f687012ca3bbe8996577ae3f4ba/,http://www.phishtank.com/phish_detail.php?phish_id=2748305,2014-11-06T20:15:19+00:00,yes,2014-11-07T10:00:01+00:00,yes,PayPal
2748294,http://www.timosiguranje.com/components/com_creativecontactform/fileupload/Gdok/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748294,2014-11-06T20:13:17+00:00,yes,2014-11-07T10:00:01+00:00,yes,Other
2748291,http://www.moduloseguro2014finaldeano.com/Acesso/Area/NovaSeguranca/Nova/Protecao/index2.php?id=O77MAWFS2SXPQCHG80BZET8KU96UZVZVXNOI35O00N2TAOQOQB4AXEAS51I4VX24PLOMCHQ56ENPHL3DZC1R39HAILINZWLEVJA0HPB7NW3WO3P4XTFQWGATR01NHHJOFMMWDQ5R3H3Z7PQEGFX6JQXS9B8TMB4Y8SRA,http://www.phishtank.com/phish_detail.php?phish_id=2748291,2014-11-06T20:11:56+00:00,yes,2014-11-07T10:00:01+00:00,yes,Other
2748289,http://www.moduloseguro2014finaldeano.com/Acesso/Area/NovaSeguranca/Nova/Protecao/index2.php?id=CHSFCKYSQ2Q87XPO8I4JM4K6BNQDED3MP2X13B3H7ZNXUQRDRLGC89CUPA8K8NGO1T0D1ABEPMD28RNULVP7BXNNEM1YNTA0JC4U9CPWMDMP45PD07A6XUKYLBPJZUL2WP6L69XNP4QTP5KF6SKZYG2HR29FK3I0AI7B,http://www.phishtank.com/phish_detail.php?phish_id=2748289,2014-11-06T20:11:30+00:00,yes,2014-11-07T09:59:24+00:00,yes,Other
2748285,http://www.mineralenterprises.co.in/templates/beez5/2013googledocs/,http://www.phishtank.com/phish_detail.php?phish_id=2748285,2014-11-06T20:10:50+00:00,yes,2014-11-07T09:59:24+00:00,yes,Other
2748281,http://sport-goods.com.ua/mondaydoc-php/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748281,2014-11-06T20:10:12+00:00,yes,2014-11-07T10:03:54+00:00,yes,Other
2748279,http://www.docestachomineiro.com.br/cache/www.online.chase.com/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748279,2014-11-06T20:03:31+00:00,yes,2014-11-07T03:47:54+00:00,yes,"JPMorgan Chase and Co."
2748275,http://www.10394-cielofidelidade.com/cielofidelidade/Participar/Etapa1.php?GJ3BKKWGIWDDFQ467EJQ60LTFDINHG14MV183UC6,http://www.phishtank.com/phish_detail.php?phish_id=2748275,2014-11-06T20:00:14+00:00,yes,2014-11-07T03:47:56+00:00,yes,Cielo
2748274,http://kredytyantyk.home.pl/pub/images/content/wellsfargo/account/resolution/secure/center/wellsfargo.com/well.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748274,2014-11-06T20:00:08+00:00,yes,2014-11-07T10:03:55+00:00,yes,PayPal
2748262,http://cloudaustraliebackup1.com/Support/PayPel/Home/16a8655a76abacdedb763837e7fb0903/,http://www.phishtank.com/phish_detail.php?phish_id=2748262,2014-11-06T19:21:13+00:00,yes,2014-11-07T10:03:17+00:00,yes,PayPal
2748259,http://mtgsonline.com/tension/oroki/a/access86match.oroki.php,http://www.phishtank.com/phish_detail.php?phish_id=2748259,2014-11-06T19:13:49+00:00,yes,2014-11-07T03:48:34+00:00,yes,Other
2748252,http://157.7.195.247/wp-content/ucete-confirmed/Aukro.html,http://www.phishtank.com/phish_detail.php?phish_id=2748252,2014-11-06T18:47:59+00:00,yes,2014-11-06T18:57:40+00:00,yes,Other
2748243,http://74.122.192.104/~mstpclnt/index/id52.processo/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748243,2014-11-06T18:22:25+00:00,yes,2014-11-06T18:24:39+00:00,yes,Other
2748236,http://www.gassur.cl/pictures/Manage/,http://www.phishtank.com/phish_detail.php?phish_id=2748236,2014-11-06T17:51:45+00:00,yes,2014-11-07T10:29:39+00:00,yes,Other
2748233,http://cobequid.net/common/87y872u2uigugyud/wytftf67f32r86r871r81/gcasctqwdtyddqd76r76r76=wyyg733/f3fr367r871f76r817t183ewss/,http://www.phishtank.com/phish_detail.php?phish_id=2748233,2014-11-06T17:48:50+00:00,yes,2014-11-06T18:15:12+00:00,yes,Other
2748229,http://hotelmardelplata.cl/login.yahoo.com/38937905e67126251c117cbfc89dcd4a/,http://www.phishtank.com/phish_detail.php?phish_id=2748229,2014-11-06T17:26:34+00:00,yes,2014-11-07T03:38:12+00:00,yes,Other
2748228,http://mk5ert4.for-our.info:90/secureinfointernetupdateonlineusercrasecureinternet/getStatus_en.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748228,2014-11-06T17:24:17+00:00,yes,2014-11-07T10:02:40+00:00,yes,Other
2748226,http://knowledgepia.com/templates/syst/tland/epia/auth/dn/cs-/directnet.php,http://www.phishtank.com/phish_detail.php?phish_id=2748226,2014-11-06T17:22:53+00:00,yes,2014-11-07T08:06:47+00:00,yes,Other
2748225,http://hotelmardelplata.cl/login.yahoo.com/7b84d70508b131b06221e84bde709abf/,http://www.phishtank.com/phish_detail.php?phish_id=2748225,2014-11-06T17:22:14+00:00,yes,2014-11-07T10:02:41+00:00,yes,Other
2748224,http://www.alldaytech.com/login.jsp.php,http://www.phishtank.com/phish_detail.php?phish_id=2748224,2014-11-06T17:21:37+00:00,yes,2014-11-07T10:01:59+00:00,yes,Other
2748217,http://www.camaracamposborges.rs.gov.br/js/boa/sas/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748217,2014-11-06T17:20:40+00:00,yes,2014-11-07T03:38:13+00:00,yes,Other
2748214,http://aseandoindustrias.com/attached-document-preview/2013gdocs/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748214,2014-11-06T17:19:40+00:00,yes,2014-11-07T03:38:13+00:00,yes,Other
2748206,http://fabihabd.com/update-service/,http://www.phishtank.com/phish_detail.php?phish_id=2748206,2014-11-06T17:18:12+00:00,yes,2014-11-07T03:38:14+00:00,yes,PayPal
2748199,http://megatonerinfo.com.br/gogledoclogin/gdoc.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748199,2014-11-06T17:15:32+00:00,yes,2014-11-07T03:03:14+00:00,yes,Other
2748195,http://isbadvisors.in/account/Index/quote.html,http://www.phishtank.com/phish_detail.php?phish_id=2748195,2014-11-06T17:14:55+00:00,yes,2014-11-07T03:03:18+00:00,yes,Other
2748192,http://www.fuetsch-art.at/thus/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748192,2014-11-06T17:14:30+00:00,yes,2014-11-07T03:03:20+00:00,yes,Other
2748188,http://update.information.acount.bankofamerica.uniquetextads.com/account/23498329489028382927837287783478978923400023278438348972384789230479823/ea547fdea776efdbcba3e46ed4beb09b/,http://www.phishtank.com/phish_detail.php?phish_id=2748188,2014-11-06T17:13:49+00:00,yes,2014-11-07T00:22:19+00:00,yes,Other
2748161,http://www.atyourservice.ec/amazon/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=2748161,2014-11-06T17:09:29+00:00,yes,2014-11-07T04:13:04+00:00,yes,Other
2748130,http://gcci.in/dell/555555555555555555/2e5241d2c4a4eecae09e45524b99f13c/,http://www.phishtank.com/phish_detail.php?phish_id=2748130,2014-11-06T17:02:19+00:00,yes,2014-11-07T03:00:54+00:00,yes,Other
2748112,http://www.nationalclandestineservice.com/P1/X1z0/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;useridhttp://www.paypal.com.0.sessionid.0xgw2yi5t2izz7vfrz.1.chartered-tci.com/Resolutioncenter.php?,http://www.phishtank.com/phish_detail.php?phish_id=2748112,2014-11-06T16:45:21+00:00,yes,2014-11-07T03:01:55+00:00,yes,PayPal
2748084,http://principale-20.com/2014110616/cgi-bin/webscr/redirect?cmd=_login-done&dispatch=redirect,http://www.phishtank.com/phish_detail.php?phish_id=2748084,2014-11-06T16:33:30+00:00,yes,2014-11-07T02:57:39+00:00,yes,PayPal
2748077,http://www.purseview.com/afin/js/eng/9fa80becb4c2f7aa28c565cd581137a2/,http://www.phishtank.com/phish_detail.php?phish_id=2748077,2014-11-06T16:28:12+00:00,yes,2014-11-07T10:06:22+00:00,yes,"Royal Bank of Scotland"
2748076,http://kjzz.com/wp-content/uploads/2014/10/01/,http://www.phishtank.com/phish_detail.php?phish_id=2748076,2014-11-06T16:28:11+00:00,yes,2014-11-07T10:05:45+00:00,yes,"Royal Bank of Scotland"
2748074,http://abomilaf1.com/admin/ajax/7d696b76ea4f082aea7d99cad264a1a0/,http://www.phishtank.com/phish_detail.php?phish_id=2748074,2014-11-06T16:24:28+00:00,yes,2014-11-07T10:05:45+00:00,yes,Apple
2748073,http://abomilaf1.com/admin/ajax/,http://www.phishtank.com/phish_detail.php?phish_id=2748073,2014-11-06T16:24:27+00:00,yes,2014-11-07T01:04:50+00:00,yes,Apple
2748065,http://192.185.210.92/~educafro/br/index/id.processo/index.php,http://www.phishtank.com/phish_detail.php?phish_id=2748065,2014-11-06T16:13:48+00:00,yes,2014-11-07T02:58:53+00:00,yes,Other
2748040,http://gigor.kylos.pl/gigor1/piotr/templatka/images/paypal/account/resolution/secure/center/paypal.com/login.php,http://www.phishtank.com/phish_detail.php?phish_id=2748040,2014-11-06T15:36:12+00:00,yes,2014-11-07T02:54:57+00:00,yes,PayPal
2748021,http://peterjonesart.com/content/bankofamerica.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=2748021,2014-11-06T15:11:37+00:00,yes,2014-11-07T02:55:38+00:00,yes,Other
